id;record_id;turbine_id;date;generated_energy_kwh;operating_hours;inactive_hours;year;temperature_c
3071;P003_1030;T003;2025-10-26;10458.61;19.98;4.02;2025;20.09
3072;P003_1031;T003;2025-10-27;699.45;18.71;5.29;2025;20.82
3073;P003_1032;T003;2025-10-28;439.41;18.26;5.74;2025;20.55
3074;P003_1033;T003;2025-10-29;2856.30;15.85;8.15;2025;21.63
3075;P003_1034;T003;2025-10-30;6262.52;18.20;5.80;2025;22.84
3076;P003_1035;T003;2025-10-31;8243.17;18.28;5.72;2025;22.36
3077;P003_1036;T003;2025-11-01;1450.19;18.38;5.62;2025;26.68
3078;P003_1037;T003;2025-11-02;5444.15;18.34;5.66;2025;22.63
3079;P003_1038;T003;2025-11-03;2319.37;21.17;2.83;2025;24.96
3080;P003_1039;T003;2025-11-04;1871.74;18.45;5.55;2025;23.41
3081;P003_1040;T003;2025-11-05;4787.36;18.56;5.44;2025;26.16
3082;P003_1041;T003;2025-11-06;0.00;19.62;4.38;2025;28.45
3083;P003_1042;T003;2025-11-07;197.62;17.68;6.32;2025;18.02
3084;P003_1043;T003;2025-11-08;7940.62;20.94;3.06;2025;25.88
3085;P003_1044;T003;2025-11-09;6356.83;20.39;3.61;2025;25.55
3086;P003_1045;T003;2025-11-10;731.12;17.87;6.13;2025;28.18
3087;P003_1046;T003;2025-11-11;2945.00;20.62;3.38;2025;23.26
3088;P003_1047;T003;2025-11-12;3400.83;21.06;2.94;2025;24.35
3089;P003_1048;T003;2025-11-13;2011.32;17.31;6.69;2025;23.80
3090;P003_1049;T003;2025-11-14;802.78;17.32;6.68;2025;25.27
3091;P003_1050;T003;2025-11-15;713.47;18.37;5.63;2025;26.84
3092;P003_1051;T003;2025-11-16;1435.42;17.46;6.54;2025;22.28
3093;P003_1052;T003;2025-11-17;4338.39;18.69;5.31;2025;24.65
3094;P003_1053;T003;2025-11-18;2799.28;19.29;4.71;2025;23.68
3095;P003_1054;T003;2025-11-19;927.27;19.98;4.02;2025;24.05
3096;P003_1055;T003;2025-11-20;3211.03;19.14;4.86;2025;24.88
3097;P003_1056;T003;2025-11-21;0.75;19.32;4.68;2025;22.12
3098;P003_1057;T003;2025-11-22;4542.70;18.18;5.82;2025;26.56
3099;P003_1058;T003;2025-11-23;36.59;17.58;6.42;2025;27.26
3100;P003_1059;T003;2025-11-24;840.75;20.07;3.93;2025;27.80
3101;P003_1060;T003;2025-11-25;214.11;20.35;3.65;2025;24.76
3102;P003_1061;T003;2025-11-26;123.76;18.71;5.29;2025;23.79
3103;P003_1062;T003;2025-11-27;3726.23;17.77;6.23;2025;22.68
3104;P003_1063;T003;2025-11-28;713.33;21.20;2.80;2025;27.55
3105;P003_1064;T003;2025-11-29;1468.33;19.52;4.48;2025;28.90
3106;P003_1065;T003;2025-11-30;1074.37;20.06;3.94;2025;24.73
3107;P003_1066;T003;2025-12-01;1649.03;20.49;3.51;2025;28.83
3108;P003_1067;T003;2025-12-02;878.01;17.76;6.24;2025;28.69
3109;P003_1068;T003;2025-12-03;87.93;21.11;2.89;2025;30.93
3110;P003_1069;T003;2025-12-04;2472.42;19.18;4.82;2025;31.31
3111;P003_1070;T003;2025-12-05;447.18;20.29;3.71;2025;28.85
3112;P003_1071;T003;2025-12-06;24.83;20.94;3.06;2025;29.79
3113;P003_1072;T003;2025-12-07;406.20;19.04;4.96;2025;28.11
3114;P003_1073;T003;2025-12-08;3349.89;17.66;6.34;2025;30.56
3115;P003_1074;T003;2025-12-09;2176.18;16.19;7.81;2025;27.90
3116;P003_1075;T003;2025-12-10;447.62;19.42;4.58;2025;30.31
3117;P003_1076;T003;2025-12-11;589.24;19.32;4.68;2025;26.94
3118;P003_1077;T003;2025-12-12;552.63;18.19;5.81;2025;27.71
3119;P003_1078;T003;2025-12-13;5209.63;19.04;4.96;2025;28.75
3120;P003_1079;T003;2025-12-14;1494.93;20.53;3.47;2025;27.25
3121;P003_1080;T003;2025-12-15;1224.53;20.87;3.13;2025;30.64
3122;P003_1081;T003;2025-12-16;2172.29;19.29;4.71;2025;30.08
3123;P003_1082;T003;2025-12-17;858.40;18.94;5.06;2025;28.35
3124;P003_1083;T003;2025-12-18;435.25;19.13;4.87;2025;28.45
3125;P003_1084;T003;2025-12-19;639.74;19.51;4.49;2025;26.09
3126;P003_1085;T003;2025-12-20;729.04;18.56;5.44;2025;24.80
3127;P003_1086;T003;2025-12-21;599.34;18.24;5.76;2025;29.31
3128;P003_1087;T003;2025-12-22;1883.13;18.62;5.38;2025;25.68
3129;P003_1088;T003;2025-12-23;695.71;19.63;4.37;2025;28.98
3130;P003_1089;T003;2025-12-24;1354.38;18.29;5.71;2025;28.05
3131;P003_1090;T003;2025-12-25;662.31;18.43;5.57;2025;24.65
3132;P003_1091;T003;2025-12-26;754.35;21.13;2.87;2025;29.88
3133;P003_1092;T003;2025-12-27;0.12;20.13;3.87;2025;28.31
3134;P003_1093;T003;2025-12-28;1554.78;18.16;5.84;2025;28.35
3135;P003_1094;T003;2025-12-29;1361.07;20.17;3.83;2025;25.07
3136;P003_1095;T003;2025-12-30;2066.20;20.20;3.80;2025;30.87
3137;P003_1096;T003;2025-12-31;0.52;19.52;4.48;2025;26.08
3138;P004_0003;T004;2023-01-03;311.74;22.43;1.57;2023;28.53
3139;P004_0004;T004;2023-01-04;1433.33;21.07;2.93;2023;24.12
3140;P004_0005;T004;2023-01-05;346.06;21.12;2.88;2023;27.79
3141;P004_0006;T004;2023-01-06;323.94;20.06;3.94;2023;28.49
3142;P004_0007;T004;2023-01-07;983.46;20.77;3.23;2023;31.26
3143;P004_0008;T004;2023-01-08;0.82;20.90;3.10;2023;31.06
3144;P004_0009;T004;2023-01-09;5.60;22.01;1.99;2023;27.41
3145;P004_0010;T004;2023-01-10;302.46;20.98;3.02;2023;29.13
3146;P004_0011;T004;2023-01-11;103.89;20.43;3.57;2023;30.40
3147;P004_0012;T004;2023-01-12;1016.95;20.14;3.86;2023;30.18
3148;P004_0013;T004;2023-01-13;150.57;22.82;1.18;2023;28.03
3149;P004_0014;T004;2023-01-14;33.01;21.12;2.88;2023;31.27
3150;P004_0015;T004;2023-01-15;3807.90;20.85;3.15;2023;26.80
3151;P004_0016;T004;2023-01-16;530.66;19.76;4.24;2023;32.99
3152;P004_0017;T004;2023-01-17;756.42;18.67;5.33;2023;28.66
3153;P004_0018;T004;2023-01-18;38.51;22.87;1.13;2023;32.10
3154;P004_0019;T004;2023-01-19;350.86;21.90;2.10;2023;30.19
3155;P004_0020;T004;2023-01-20;848.33;18.76;5.24;2023;30.37
3156;P004_0021;T004;2023-01-21;91.00;21.45;2.55;2023;29.09
3157;P004_0022;T004;2023-01-22;1505.90;23.00;1.00;2023;25.01
3158;P004_0023;T004;2023-01-23;350.04;21.87;2.13;2023;30.90
3159;P004_0024;T004;2023-01-24;609.83;22.56;1.44;2023;29.84
3160;P004_0025;T004;2023-01-25;362.65;21.28;2.72;2023;29.50
3161;P004_0026;T004;2023-01-26;4748.58;19.12;4.88;2023;32.26
3162;P004_0027;T004;2023-01-27;1073.55;21.52;2.48;2023;27.21
3163;P004_0028;T004;2023-01-28;150.16;21.39;2.61;2023;30.89
3164;P004_0029;T004;2023-01-29;2254.14;19.64;4.36;2023;29.65
3165;P004_0030;T004;2023-01-30;117.48;21.86;2.14;2023;30.88
3166;P004_0031;T004;2023-01-31;1218.09;18.59;5.41;2023;30.08
3167;P004_0032;T004;2023-02-01;5.95;22.95;1.05;2023;26.74
3168;P004_0033;T004;2023-02-02;98.99;20.16;3.84;2023;30.94
3169;P004_0034;T004;2023-02-03;1289.69;19.67;4.33;2023;28.83
3170;P004_0035;T004;2023-02-04;2292.01;20.92;3.08;2023;29.47
3171;P004_0036;T004;2023-02-05;1451.55;21.33;2.67;2023;31.54
3172;P004_0037;T004;2023-02-06;997.86;21.79;2.21;2023;29.67
3173;P004_0038;T004;2023-02-07;871.61;19.60;4.40;2023;26.38
3174;P004_0039;T004;2023-02-08;95.31;20.98;3.02;2023;22.37
3175;P004_0040;T004;2023-02-09;432.78;19.92;4.08;2023;28.84
3176;P004_0041;T004;2023-02-10;742.69;20.67;3.33;2023;27.18
3177;P004_0042;T004;2023-02-11;4132.00;22.75;1.25;2023;28.81
3178;P004_0043;T004;2023-02-12;1858.92;20.47;3.53;2023;29.12
3179;P004_0044;T004;2023-02-13;58.04;22.81;1.19;2023;26.39
3180;P004_0045;T004;2023-02-14;2460.95;22.76;1.24;2023;26.11
3181;P004_0046;T004;2023-02-15;966.23;20.00;4.00;2023;29.36
3182;P004_0047;T004;2023-02-16;626.60;21.18;2.82;2023;31.25
3183;P004_0048;T004;2023-02-17;3181.00;22.68;1.32;2023;30.87
3184;P004_0049;T004;2023-02-18;4689.75;22.77;1.23;2023;29.25
3185;P004_0050;T004;2023-02-19;4037.96;18.56;5.44;2023;27.86
3186;P004_0051;T004;2023-02-20;661.91;21.39;2.61;2023;24.17
3187;P004_0052;T004;2023-02-21;1177.05;20.97;3.03;2023;28.17
3188;P004_0053;T004;2023-02-22;2364.47;22.94;1.06;2023;30.53
3189;P004_0054;T004;2023-02-23;4605.04;19.73;4.27;2023;27.54
3190;P004_0055;T004;2023-02-24;1252.51;20.10;3.90;2023;24.98
3191;P004_0056;T004;2023-02-25;1470.15;20.12;3.88;2023;30.36
3192;P004_0057;T004;2023-02-26;569.73;19.71;4.29;2023;27.20
3193;P004_0058;T004;2023-02-27;527.07;22.49;1.51;2023;27.11
3194;P004_0059;T004;2023-02-28;4519.99;20.17;3.83;2023;27.10
3195;P004_0060;T004;2023-03-01;7327.35;20.26;3.74;2023;24.42
3196;P004_0061;T004;2023-03-02;2028.78;19.11;4.89;2023;24.82
3197;P004_0062;T004;2023-03-03;6489.29;22.93;1.07;2023;24.03
3198;P004_0063;T004;2023-03-04;3922.86;22.46;1.54;2023;22.73
3199;P004_0064;T004;2023-03-05;1439.35;20.50;3.50;2023;17.60
3200;P004_0065;T004;2023-03-06;3909.38;21.00;3.00;2023;19.52
3201;P004_0066;T004;2023-03-07;9673.88;21.92;2.08;2023;24.85
3202;P004_0067;T004;2023-03-08;3418.09;22.53;1.47;2023;23.96
3203;P004_0068;T004;2023-03-09;10513.41;21.91;2.09;2023;20.13
3204;P004_0069;T004;2023-03-10;36.63;20.15;3.85;2023;24.61
3205;P004_0070;T004;2023-03-11;5641.59;19.15;4.85;2023;21.89
3206;P004_0071;T004;2023-03-12;3411.31;19.97;4.03;2023;20.58
3207;P004_0072;T004;2023-03-13;2734.83;20.71;3.29;2023;25.71
3208;P004_0073;T004;2023-03-14;4245.92;19.88;4.12;2023;21.37
3209;P004_0074;T004;2023-03-15;330.63;21.65;2.35;2023;25.48
3210;P004_0075;T004;2023-03-16;2748.03;20.47;3.53;2023;24.73
3211;P004_0076;T004;2023-03-17;4762.66;20.09;3.91;2023;22.16
3212;P004_0077;T004;2023-03-18;9385.92;20.13;3.87;2023;23.44
3213;P004_0078;T004;2023-03-19;2819.61;22.60;1.40;2023;20.41
3214;P004_0079;T004;2023-03-20;1972.15;22.75;1.25;2023;21.80
3215;P004_0080;T004;2023-03-21;2963.02;22.76;1.24;2023;20.28
3216;P004_0081;T004;2023-03-22;8378.22;21.78;2.22;2023;22.03
3217;P004_0082;T004;2023-03-23;5966.18;20.90;3.10;2023;24.92
3218;P004_0083;T004;2023-03-24;3339.65;22.84;1.16;2023;24.30
3219;P004_0084;T004;2023-03-25;7275.98;20.62;3.38;2023;20.55
3220;P004_0085;T004;2023-03-26;5554.05;21.61;2.39;2023;21.73
3221;P004_0086;T004;2023-03-27;9333.54;20.58;3.42;2023;24.62
3222;P004_0087;T004;2023-03-28;2483.55;16.96;7.04;2023;22.74
3223;P004_0088;T004;2023-03-29;5037.13;22.44;1.56;2023;22.78
3224;P004_0089;T004;2023-03-30;4418.92;21.97;2.03;2023;24.57
3225;P004_0090;T004;2023-03-31;1569.31;21.61;2.39;2023;21.67
3226;P004_0091;T004;2023-04-01;6795.11;20.98;3.02;2023;16.78
3227;P004_0092;T004;2023-04-02;7088.32;21.60;2.40;2023;19.79
3228;P004_0093;T004;2023-04-03;6211.00;20.06;3.94;2023;18.34
3229;P004_0094;T004;2023-04-04;5966.50;21.32;2.68;2023;18.24
3230;P004_0095;T004;2023-04-05;1849.53;18.81;5.19;2023;15.08
3231;P004_0096;T004;2023-04-06;5276.77;21.45;2.55;2023;18.23
3232;P004_0097;T004;2023-04-07;5842.29;21.36;2.64;2023;20.91
3233;P004_0098;T004;2023-04-08;3936.19;20.95;3.05;2023;19.22
3234;P004_0099;T004;2023-04-09;6489.12;21.79;2.21;2023;18.77
3235;P004_0100;T004;2023-04-10;9140.35;20.13;3.87;2023;17.90
3236;P004_0101;T004;2023-04-11;19568.13;20.26;3.74;2023;17.07
3237;P004_0102;T004;2023-04-12;8938.71;21.47;2.53;2023;21.53
3238;P004_0103;T004;2023-04-13;10052.01;21.56;2.44;2023;18.49
3239;P004_0104;T004;2023-04-14;7400.42;18.64;5.36;2023;19.68
3240;P004_0105;T004;2023-04-15;1649.82;21.42;2.58;2023;18.08
3241;P004_0106;T004;2023-04-16;8312.13;20.84;3.16;2023;18.25
3242;P004_0107;T004;2023-04-17;9673.57;20.35;3.65;2023;18.17
3243;P004_0108;T004;2023-04-18;29592.89;19.20;4.80;2023;22.87
3244;P004_0109;T004;2023-04-19;7965.38;19.57;4.43;2023;16.77
3245;P004_0110;T004;2023-04-20;12298.70;22.28;1.72;2023;16.24
3246;P004_0111;T004;2023-04-21;9996.03;20.54;3.46;2023;18.39
3247;P004_0112;T004;2023-04-22;3971.94;20.93;3.07;2023;21.07
3248;P004_0113;T004;2023-04-23;17186.92;20.52;3.48;2023;14.43
3249;P004_0114;T004;2023-04-24;16013.08;21.53;2.47;2023;18.66
3250;P004_0115;T004;2023-04-25;14811.67;21.25;2.75;2023;17.51
3251;P004_0116;T004;2023-04-26;6145.12;20.76;3.24;2023;16.63
3252;P004_0117;T004;2023-04-27;25578.50;22.44;1.56;2023;22.02
3253;P004_0118;T004;2023-04-28;4368.56;22.53;1.47;2023;16.83
3254;P004_0119;T004;2023-04-29;15640.98;21.45;2.55;2023;14.39
3255;P004_0120;T004;2023-04-30;32989.41;20.66;3.34;2023;16.90
3256;P004_0121;T004;2023-05-01;6427.87;21.97;2.03;2023;18.95
3257;P004_0122;T004;2023-05-02;8613.55;21.51;2.49;2023;14.30
3258;P004_0123;T004;2023-05-03;14056.94;22.70;1.30;2023;15.00
3259;P004_0124;T004;2023-05-04;9543.22;22.73;1.27;2023;17.47
3260;P004_0125;T004;2023-05-05;4317.65;19.78;4.22;2023;13.36
3261;P004_0126;T004;2023-05-06;12499.33;19.96;4.04;2023;14.36
3262;P004_0127;T004;2023-05-07;6159.66;20.17;3.83;2023;16.52
3263;P004_0128;T004;2023-05-08;19129.27;22.28;1.72;2023;15.17
3264;P004_0129;T004;2023-05-09;6369.71;18.55;5.45;2023;16.75
3265;P004_0130;T004;2023-05-10;29218.35;21.46;2.54;2023;16.98
3266;P004_0131;T004;2023-05-11;9290.16;22.10;1.90;2023;16.15
3267;P004_0132;T004;2023-05-12;12018.72;22.83;1.17;2023;15.87
3268;P004_0133;T004;2023-05-13;21937.90;21.35;2.65;2023;20.32
3269;P004_0134;T004;2023-05-14;6340.15;18.88;5.12;2023;15.17
3270;P004_0135;T004;2023-05-15;14689.60;19.64;4.36;2023;16.41
3271;P004_0136;T004;2023-05-16;25397.26;20.12;3.88;2023;14.68
3272;P004_0137;T004;2023-05-17;5231.94;20.64;3.36;2023;16.70
3273;P004_0138;T004;2023-05-18;16027.03;20.41;3.59;2023;15.16
3274;P004_0139;T004;2023-05-19;18049.91;19.90;4.10;2023;12.47
3275;P004_0140;T004;2023-05-20;23648.88;22.43;1.57;2023;12.04
3276;P004_0141;T004;2023-05-21;7269.07;19.27;4.73;2023;16.58
3277;P004_0142;T004;2023-05-22;7693.77;22.54;1.46;2023;14.65
3278;P004_0143;T004;2023-05-23;21260.88;22.59;1.41;2023;13.54
3279;P004_0144;T004;2023-05-24;20163.01;22.87;1.13;2023;12.91
3280;P004_0145;T004;2023-05-25;18393.26;20.07;3.93;2023;16.24
3281;P004_0146;T004;2023-05-26;21260.81;21.48;2.52;2023;13.22
3282;P004_0147;T004;2023-05-27;11501.86;19.05;4.95;2023;15.88
3283;P004_0148;T004;2023-05-28;23318.05;22.27;1.73;2023;14.18
3284;P004_0149;T004;2023-05-29;20013.41;21.10;2.90;2023;14.72
3285;P004_0150;T004;2023-05-30;11126.35;21.17;2.83;2023;16.67
3286;P004_0151;T004;2023-05-31;37373.39;19.91;4.09;2023;14.08
3287;P004_0152;T004;2023-06-01;18329.26;18.11;5.89;2023;14.79
3288;P004_0153;T004;2023-06-02;8924.45;19.89;4.11;2023;12.03
3289;P004_0154;T004;2023-06-03;24714.06;22.95;1.05;2023;11.82
3290;P004_0155;T004;2023-06-04;11622.82;20.32;3.68;2023;14.40
3291;P004_0156;T004;2023-06-05;27318.22;21.21;2.79;2023;10.66
3292;P004_0157;T004;2023-06-06;29852.03;21.83;2.17;2023;12.02
3293;P004_0158;T004;2023-06-07;12436.59;22.22;1.78;2023;13.35
3294;P004_0159;T004;2023-06-08;32536.74;22.93;1.07;2023;14.31
3295;P004_0160;T004;2023-06-09;22742.10;19.55;4.45;2023;13.61
3296;P004_0161;T004;2023-06-10;22627.91;18.18;5.82;2023;12.76
3297;P004_0162;T004;2023-06-11;47772.55;22.49;1.51;2023;11.23
3298;P004_0163;T004;2023-06-12;16458.42;22.76;1.24;2023;13.60
3299;P004_0164;T004;2023-06-13;13170.63;22.05;1.95;2023;14.82
3300;P004_0165;T004;2023-06-14;11760.49;18.54;5.46;2023;7.86
3301;P004_0166;T004;2023-06-15;13212.13;22.30;1.70;2023;14.01
3302;P004_0167;T004;2023-06-16;17372.04;20.85;3.15;2023;12.39
3303;P004_0168;T004;2023-06-17;23150.73;21.05;2.95;2023;11.52
3304;P004_0169;T004;2023-06-18;23174.68;22.22;1.78;2023;12.45
3305;P004_0170;T004;2023-06-19;30478.91;21.70;2.30;2023;10.00
3306;P004_0171;T004;2023-06-20;17689.75;19.77;4.23;2023;10.76
3307;P004_0172;T004;2023-06-21;35329.25;21.04;2.96;2023;8.45
3308;P004_0173;T004;2023-06-22;16552.14;22.03;1.97;2023;12.74
3309;P004_0175;T004;2023-06-24;27145.25;21.64;2.36;2023;14.34
3310;P004_0176;T004;2023-06-25;12997.29;22.82;1.18;2023;14.97
3311;P004_0177;T004;2023-06-26;11328.58;20.48;3.52;2023;14.40
3312;P004_0178;T004;2023-06-27;26974.76;21.70;2.30;2023;12.37
3313;P004_0179;T004;2023-06-28;13948.13;15.96;8.04;2023;12.00
3314;P004_0180;T004;2023-06-29;27606.20;20.99;3.01;2023;8.49
3315;P004_0181;T004;2023-06-30;27017.59;21.61;2.39;2023;14.79
3316;P004_0182;T004;2023-07-01;17962.66;20.92;3.08;2023;10.58
3317;P004_0183;T004;2023-07-02;14020.02;20.39;3.61;2023;10.63
3318;P004_0184;T004;2023-07-03;8032.49;20.28;3.72;2023;10.59
3319;P004_0185;T004;2023-07-04;17927.70;22.41;1.59;2023;8.35
3320;P004_0186;T004;2023-07-05;32126.28;21.33;2.67;2023;10.64
3321;P004_0187;T004;2023-07-06;23533.52;22.48;1.52;2023;9.67
3322;P004_0188;T004;2023-07-07;9441.94;18.80;5.20;2023;9.29
3323;P004_0189;T004;2023-07-08;21972.81;21.15;2.85;2023;14.54
3324;P004_0190;T004;2023-07-09;22015.38;20.84;3.16;2023;10.71
3325;P004_0191;T004;2023-07-10;12256.46;20.97;3.03;2023;7.03
3326;P004_0192;T004;2023-07-11;20072.07;19.67;4.33;2023;13.37
3327;P004_0193;T004;2023-07-12;19654.64;20.46;3.54;2023;8.19
3328;P004_0194;T004;2023-07-13;10715.08;22.61;1.39;2023;10.67
3329;P004_0195;T004;2023-07-14;21649.39;17.82;6.18;2023;11.15
3330;P004_0196;T004;2023-07-15;29852.40;22.34;1.66;2023;8.23
3331;P004_0197;T004;2023-07-16;34638.92;21.88;2.12;2023;9.92
3332;P004_0198;T004;2023-07-17;33458.44;21.01;2.99;2023;11.66
3333;P004_0199;T004;2023-07-18;9564.57;22.84;1.16;2023;7.83
3334;P004_0200;T004;2023-07-19;10340.20;18.90;5.10;2023;12.28
3335;P004_0201;T004;2023-07-20;22598.02;19.75;4.25;2023;13.84
3336;P004_0202;T004;2023-07-21;25103.88;20.72;3.28;2023;10.10
3337;P004_0203;T004;2023-07-22;26527.17;22.29;1.71;2023;6.47
3338;P004_0205;T004;2023-07-24;27095.74;21.50;2.50;2023;10.77
3339;P004_0206;T004;2023-07-25;30700.23;19.99;4.01;2023;12.53
3340;P004_0207;T004;2023-07-26;28594.28;22.10;1.90;2023;9.67
3341;P004_0208;T004;2023-07-27;26110.42;22.91;1.09;2023;12.35
3342;P004_0209;T004;2023-07-28;17258.89;22.29;1.71;2023;5.65
3343;P004_0210;T004;2023-07-29;27225.47;21.01;2.99;2023;10.79
3344;P004_0211;T004;2023-07-30;12831.28;21.47;2.53;2023;6.08
3345;P004_0212;T004;2023-07-31;18020.47;21.93;2.07;2023;8.79
3346;P004_0213;T004;2023-08-01;15371.23;21.79;2.21;2023;15.28
3347;P004_0214;T004;2023-08-02;20101.91;22.40;1.60;2023;12.45
3348;P004_0216;T004;2023-08-04;5132.03;21.08;2.92;2023;14.65
3349;P004_0217;T004;2023-08-05;24331.58;22.02;1.98;2023;15.51
3350;P004_0218;T004;2023-08-06;6548.16;21.04;2.96;2023;10.60
3351;P004_0219;T004;2023-08-07;13314.35;19.87;4.13;2023;9.49
3352;P004_0220;T004;2023-08-08;27750.31;20.50;3.50;2023;9.95
3353;P004_0221;T004;2023-08-09;17798.15;20.90;3.10;2023;13.59
3354;P004_0222;T004;2023-08-10;7635.48;18.63;5.37;2023;15.04
3355;P004_0223;T004;2023-08-11;11707.99;22.76;1.24;2023;13.88
3356;P004_0224;T004;2023-08-12;18740.81;17.31;6.69;2023;12.89
3357;P004_0225;T004;2023-08-13;10034.00;22.61;1.39;2023;13.90
3358;P004_0226;T004;2023-08-14;18164.03;22.74;1.26;2023;11.89
3359;P004_0227;T004;2023-08-15;16027.42;20.91;3.09;2023;12.21
3360;P004_0228;T004;2023-08-16;10513.59;21.15;2.85;2023;14.16
3361;P004_0229;T004;2023-08-17;37466.83;22.01;1.99;2023;12.13
3362;P004_0230;T004;2023-08-18;17034.45;20.07;3.93;2023;12.68
3363;P004_0231;T004;2023-08-19;3683.67;21.48;2.52;2023;16.37
3364;P004_0232;T004;2023-08-20;15437.91;20.96;3.04;2023;14.33
3365;P004_0233;T004;2023-08-21;9031.97;20.90;3.10;2023;12.57
3366;P004_0234;T004;2023-08-22;21674.13;21.62;2.38;2023;12.12
3367;P004_0235;T004;2023-08-23;7923.08;18.56;5.44;2023;11.89
3368;P004_0236;T004;2023-08-24;12983.90;20.68;3.32;2023;11.96
3369;P004_0237;T004;2023-08-25;15336.45;21.47;2.53;2023;10.65
3370;P004_0238;T004;2023-08-26;19099.38;21.85;2.15;2023;10.53
3371;P004_0239;T004;2023-08-27;5750.26;20.46;3.54;2023;13.42
3372;P004_0240;T004;2023-08-28;11400.61;22.97;1.03;2023;10.22
3373;P004_0241;T004;2023-08-29;9270.69;20.60;3.40;2023;12.30
3374;P004_0242;T004;2023-08-30;8434.84;21.47;2.53;2023;13.16
3375;P004_0243;T004;2023-08-31;30017.43;22.93;1.07;2023;12.61
3376;P004_0244;T004;2023-09-01;14321.04;20.51;3.49;2023;15.51
3377;P004_0245;T004;2023-09-02;4834.06;21.32;2.68;2023;17.90
3378;P004_0246;T004;2023-09-03;19041.27;20.59;3.41;2023;17.91
3379;P004_0247;T004;2023-09-04;32104.08;22.36;1.64;2023;17.02
3380;P004_0248;T004;2023-09-05;19387.68;20.56;3.44;2023;14.59
3381;P004_0249;T004;2023-09-06;3936.64;22.80;1.20;2023;15.59
3382;P004_0250;T004;2023-09-07;7615.04;21.05;2.95;2023;15.16
3383;P004_0251;T004;2023-09-08;18401.45;19.40;4.60;2023;18.69
3384;P004_0252;T004;2023-09-09;6130.85;21.57;2.43;2023;18.48
3385;P004_0253;T004;2023-09-10;12040.66;20.75;3.25;2023;12.19
3386;P004_0254;T004;2023-09-11;15336.68;21.70;2.30;2023;17.63
3387;P004_0255;T004;2023-09-12;3584.48;17.49;6.51;2023;15.72
3388;P004_0256;T004;2023-09-13;8802.83;20.39;3.61;2023;18.64
3389;P004_0257;T004;2023-09-14;301.27;20.81;3.19;2023;11.32
3390;P004_0258;T004;2023-09-15;4058.97;19.48;4.52;2023;18.25
3391;P004_0259;T004;2023-09-16;6859.67;20.63;3.37;2023;18.81
3392;P004_0260;T004;2023-09-17;3203.12;19.83;4.17;2023;17.07
3393;P004_0261;T004;2023-09-18;19798.84;20.64;3.36;2023;16.69
3394;P004_0262;T004;2023-09-19;2403.92;18.53;5.47;2023;14.34
3395;P004_0263;T004;2023-09-20;6398.79;21.93;2.07;2023;18.85
3396;P004_0264;T004;2023-09-21;9441.37;22.90;1.10;2023;18.65
3397;P004_0265;T004;2023-09-22;18129.23;21.87;2.13;2023;16.26
3398;P004_0266;T004;2023-09-23;2353.76;22.61;1.39;2023;13.58
3399;P004_0267;T004;2023-09-24;16085.35;22.40;1.60;2023;16.70
3400;P004_0268;T004;2023-09-25;6944.10;22.27;1.73;2023;16.68
3401;P004_0269;T004;2023-09-26;3346.39;22.86;1.14;2023;18.58
3402;P004_0270;T004;2023-09-27;8983.53;20.73;3.27;2023;15.97
3403;P004_0271;T004;2023-09-28;7370.93;19.93;4.07;2023;18.04
3404;P004_0272;T004;2023-09-29;4346.98;22.61;1.39;2023;15.46
3405;P004_0273;T004;2023-09-30;6878.72;21.42;2.58;2023;18.30
3406;P004_0274;T004;2023-10-01;4671.83;22.31;1.69;2023;18.21
3407;P004_0275;T004;2023-10-02;7016.61;22.33;1.67;2023;16.31
3408;P004_0276;T004;2023-10-03;8557.39;20.82;3.18;2023;19.71
3409;P004_0277;T004;2023-10-04;14747.66;21.75;2.25;2023;22.43
3410;P004_0278;T004;2023-10-05;1684.16;20.13;3.87;2023;22.62
3411;P004_0279;T004;2023-10-06;20667.92;22.57;1.43;2023;19.95
3412;P004_0280;T004;2023-10-07;589.33;20.67;3.33;2023;17.97
3413;P004_0281;T004;2023-10-08;4432.36;20.43;3.57;2023;21.16
3414;P004_0282;T004;2023-10-09;7534.61;20.52;3.48;2023;22.95
3415;P004_0283;T004;2023-10-10;5577.69;20.17;3.83;2023;17.51
3416;P004_0284;T004;2023-10-11;2864.74;19.77;4.23;2023;23.72
3417;P004_0285;T004;2023-10-12;3525.40;20.83;3.17;2023;22.88
3418;P004_0286;T004;2023-10-13;2532.87;19.17;4.83;2023;22.78
3419;P004_0287;T004;2023-10-14;2345.24;19.91;4.09;2023;22.11
3420;P004_0288;T004;2023-10-15;8218.23;22.34;1.66;2023;21.77
3421;P004_0289;T004;2023-10-16;5468.21;21.52;2.48;2023;16.45
3422;P004_0290;T004;2023-10-17;2022.41;23.03;0.97;2023;22.50
3423;P004_0291;T004;2023-10-18;7759.68;22.63;1.37;2023;17.18
3424;P004_0292;T004;2023-10-19;5015.93;22.33;1.67;2023;22.78
3425;P004_0293;T004;2023-10-20;6231.68;18.93;5.07;2023;22.17
3426;P004_0294;T004;2023-10-21;5814.24;18.59;5.41;2023;22.77
3427;P004_0295;T004;2023-10-22;1481.57;19.78;4.22;2023;20.44
3428;P004_0296;T004;2023-10-23;1763.52;21.02;2.98;2023;21.81
3429;P004_0297;T004;2023-10-24;5468.64;20.54;3.46;2023;21.58
