record_id;turbine_id;date;generated_energy_kwh;operating_hours;inactive_hours;year;temperature_c
P006_0233;T003;2023-08-21;10340.09;7.55;0.15;2023;12.56
P006_0234;T003;2023-08-22;21171.06;6.75;0.94;2023;12.22
P006_0235;T003;2023-08-23;8996.88;7.61;0.3;2023;11.17
P006_0236;T003;2023-08-24;12456.05;6.93;0.83;2023;11.99
P006_0237;T003;2023-08-25;19453.42;7.53;0.24;2023;10.29
P006_0238;T003;2023-08-26;22820.08;7.54;0.06;2023;10.14
P006_0239;T003;2023-08-27;6375.41;6.84;0.77;2023;13.75
P006_0240;T003;2023-08-28;9774.38;7.33;0.4;2023;10.7
P006_0241;T003;2023-08-29;10305.88;7.5;0.13;2023;12.79
P006_0242;T003;2023-08-30;8973.23;7.55;0.08;2023;13.96
P006_0243;T003;2023-08-31;28565.73;7.28;0.42;2023;12.41
P006_0244;T003;2023-09-01;14502.94;6.95;0.81;2023;15.25
P006_0245;T003;2023-09-02;5194.71;6.95;0.66;2023;17.28
P006_0246;T003;2023-09-03;18524.27;7.1;0.61;2023;17.33
P006_0247;T003;2023-09-04;34399.56;7.46;0.21;2023;17.61
P006_0248;T003;2023-09-05;21208.08;7.53;0.23;2023;14.09
P006_0249;T003;2023-09-06;3411.64;6.92;0.73;2023;15.61
P006_0250;T003;2023-09-07;8191.24;7.46;0.04;2023;15.63
P006_0251;T003;2023-09-08;20929.71;7.22;0.35;2023;18.48
P006_0252;T003;2023-09-09;6483.12;7.56;0.19;2023;18.33
P006_0253;T003;2023-09-10;13047.22;7.38;0.19;2023;12.1
P006_0254;T003;2023-09-11;15214.39;7.27;0.32;2023;17.08
P006_0255;T003;2023-09-12;5554.16;7.51;0.08;2023;15.78
P006_0256;T003;2023-09-13;9146.51;7.02;0.81;2023;18.08
P006_0257;T003;2023-09-14;293.12;7.2;0.46;2023;11.93
P006_0258;T003;2023-09-15;4605.5;7.32;0.48;2023;18.2
P006_0259;T003;2023-09-16;7238.86;7.28;0.4;2023;18.88
P006_0260;T003;2023-09-17;3280.52;7.38;0.26;2023;17.47
P006_0261;T003;2023-09-18;20589.9;7.12;0.53;2023;16.89
P006_0262;T003;2023-09-19;2979.34;7.38;0.13;2023;14.58
P006_0263;T003;2023-09-20;5511.68;6.31;1.37;2023;18.06
P006_0264;T003;2023-09-21;9002.96;7.55;0.02;2023;18.62
P006_0265;T003;2023-09-22;18236.03;7.45;0.16;2023;16.02
P006_0266;T003;2023-09-23;2267.6;7.26;0.51;2023;13.93
P006_0267;T003;2023-09-24;12759.03;6.45;1.28;2023;16.15
P006_0268;T003;2023-09-25;6979.33;7.34;0.44;2023;16.28
P006_0269;T003;2023-09-26;3251.49;7.29;0.32;2023;18.86
P006_0270;T003;2023-09-27;9593.85;7.64;0.02;2023;15.74
P006_0271;T003;2023-09-28;7485.06;7.57;0.22;2023;18.16
P006_0272;T003;2023-09-29;3914.27;7.24;0.41;2023;15.64
P006_0273;T003;2023-09-30;6542.21;7.02;0.85;2023;18.04
P006_0274;T003;2023-10-01;4346.49;7.03;0.69;2023;18.96
P006_0275;T003;2023-10-02;6643.18;7.47;0.22;2023;16.72
P006_0276;T003;2023-10-03;9204.48;7.72;0.07;2023;19.97
P006_0277;T003;2023-10-04;16322.9;7.32;0.4;2023;22.48
P006_0278;T003;2023-10-05;1849.26;7.5;0.04;2023;22.15
P006_0279;T003;2023-10-06;20749.95;7.7;0.22;2023;19.94
P006_0280;T003;2023-10-07;684.22;7.26;0.57;2023;17.4
P006_0281;T003;2023-10-08;4375.7;6.93;0.74;2023;21.4
P006_0282;T003;2023-10-09;7707.27;7.11;0.42;2023;22.47
P006_0283;T003;2023-10-10;4821.61;6.43;1.31;2023;17.81
P006_0284;T003;2023-10-11;2856.29;7.42;0.08;2023;23.52
P006_0285;T003;2023-10-12;4202.44;7.26;0.52;2023;22.51
P006_0286;T003;2023-10-13;3275.05;7.37;0.15;2023;22.7
P006_0287;T003;2023-10-14;2691.55;7.66;0.13;2023;22.88
P006_0288;T003;2023-10-15;8263.74;7.41;0.2;2023;21.57
P006_0289;T003;2023-10-16;6124.87;7.17;0.46;2023;16.31
P006_0290;T003;2023-10-17;2273.76;7.31;0.37;2023;22.53
P006_0291;T003;2023-10-18;6859.44;6.61;0.99;2023;17.08
P006_0292;T003;2023-10-19;4583.84;7.32;0.41;2023;22.28
P006_0293;T003;2023-10-20;7341.76;7.27;0.31;2023;22.86
P006_0294;T003;2023-10-21;5410.56;6.85;0.84;2023;22.49
P006_0295;T003;2023-10-22;1662.46;7.41;0.12;2023;20.14
P006_0296;T003;2023-10-23;1937.76;6.96;0.73;2023;21.36
P006_0297;T003;2023-10-24;6297.92;7.58;0.26;2023;21.57
P006_0298;T003;2023-10-25;5318.09;7.4;0.14;2023;21.31
P006_0299;T003;2023-10-26;3045.64;7.45;0.29;2023;20.08
P006_0300;T003;2023-10-27;3720.64;7.62;0.19;2023;21.73
P006_0301;T003;2023-10-28;8103.75;7.53;0.25;2023;19.03
P006_0302;T003;2023-10-29;1308.43;6.25;1.4;2023;19.42
P006_0303;T003;2023-10-30;4576.64;7.56;0.19;2023;21.69
P006_0304;T003;2023-10-31;2281.98;7.49;0.16;2023;21.73
P006_0305;T003;2023-11-01;1942.26;7.12;0.48;2023;27.64
P006_0306;T003;2023-11-02;6268.34;7.58;0.04;2023;24.09
P006_0307;T003;2023-11-03;4613.54;6.9;0.87;2023;26.6
P006_0308;T003;2023-11-04;4455.53;6.18;1.45;2023;25.82
P006_0309;T003;2023-11-05;6283.6;6.95;0.75;2023;25.21
P006_0310;T003;2023-11-06;2022.25;7.12;0.49;2023;22.35
P006_0311;T003;2023-11-07;3611.81;7.31;0.39;2023;23.32
P006_0312;T003;2023-11-08;1324.27;6.75;0.86;2023;24.93
P006_0313;T003;2023-11-09;2886.91;6.98;0.88;2023;25.95
P006_0314;T003;2023-11-10;1734.86;7.29;0.32;2023;23.16
P006_0315;T003;2023-11-11;2094.21;6.95;0.76;2023;25.68
P006_0316;T003;2023-11-12;3562.03;7.56;0.03;2023;28.36
P006_0317;T003;2023-11-13;655.23;7.35;0.19;2023;24.04
P006_0318;T003;2023-11-14;10017.24;7.66;0.02;2023;22.3
P006_0319;T003;2023-11-15;460.79;7.59;0.06;2023;25.97
P006_0320;T003;2023-11-16;282.18;7.56;0.3;2023;26.28
P006_0321;T003;2023-11-17;4988.14;7.0;0.63;2023;22.27
P006_0322;T003;2023-11-18;3683.28;7.48;0.2;2023;28.65
P006_0323;T003;2023-11-19;2921.42;7.44;0.15;2023;24.94
P006_0324;T003;2023-11-20;2742.27;7.27;0.41;2023;25.67
P006_0325;T003;2023-11-21;1433.35;7.43;0.01;2023;25.96
P006_0326;T003;2023-11-22;373.99;6.53;1.18;2023;22.49
P006_0327;T003;2023-11-23;1468.34;7.2;0.45;2023;24.79
P006_0328;T003;2023-11-24;517.92;7.53;0.01;2023;25.79
P006_0329;T003;2023-11-25;3576.58;7.22;0.47;2023;24.74
P006_0330;T003;2023-11-26;1050.48;7.21;0.47;2023;24.6
P006_0331;T003;2023-11-27;365.07;7.27;0.46;2023;22.94
P006_0332;T003;2023-11-28;828.42;6.93;0.85;2023;26.0
P006_0333;T003;2023-11-29;2073.38;7.66;0.22;2023;22.56
P006_0334;T003;2023-11-30;490.42;7.04;0.67;2023;25.46
P006_0335;T003;2023-12-01;301.79;7.51;0.25;2023;29.39
P006_0336;T003;2023-12-02;1505.32;7.69;0.24;2023;24.3
P006_0337;T003;2023-12-03;1439.7;6.82;0.69;2023;30.57
P006_0338;T003;2023-12-04;480.11;7.57;0.11;2023;28.23
P006_0339;T003;2023-12-05;552.26;6.85;0.8;2023;27.24
P006_0340;T003;2023-12-06;1410.29;7.58;0.03;2023;29.75
P006_0341;T003;2023-12-07;42.76;6.99;0.93;2023;32.53
P006_0342;T003;2023-12-08;48.08;6.81;0.81;2023;26.48
P006_0343;T003;2023-12-09;287.51;6.9;0.7;2023;34.9
P006_0344;T003;2023-12-10;604.3;6.67;1.15;2023;31.71
P006_0345;T003;2023-12-11;1583.74;7.57;0.18;2023;25.67
P006_0346;T003;2023-12-12;4735.37;7.63;0.01;2023;28.73
P006_0347;T003;2023-12-13;2598.23;7.52;0.15;2023;28.78
P006_0348;T003;2023-12-14;641.32;6.8;0.85;2023;28.08
P006_0349;T003;2023-12-15;892.67;7.65;0.25;2023;26.6
P006_0350;T003;2023-12-16;130.23;6.94;0.73;2023;28.02
P006_0351;T003;2023-12-17;886.25;7.55;0.29;2023;25.44
P006_0352;T003;2023-12-18;497.43;6.97;0.89;2023;31.87
P006_0353;T003;2023-12-19;1188.63;6.93;0.74;2023;27.88
P006_0354;T003;2023-12-20;186.6;7.59;0.22;2023;29.13
P006_0355;T003;2023-12-21;1583.58;7.5;0.23;2023;28.74
P006_0356;T003;2023-12-22;4655.06;7.49;0.28;2023;22.38
P006_0357;T003;2023-12-23;583.91;6.78;0.77;2023;30.14
P006_0358;T003;2023-12-24;1367.03;7.07;0.56;2023;26.12
P006_0359;T003;2023-12-25;1777.11;7.51;0.2;2023;27.48
P006_0360;T003;2023-12-26;383.88;6.89;0.85;2023;28.21
P006_0361;T003;2023-12-27;1001.68;7.54;0.22;2023;31.67
P006_0362;T003;2023-12-28;661.7;6.3;1.48;2023;29.62
P006_0363;T003;2023-12-29;929.19;7.06;0.8;2023;25.23
P006_0364;T003;2023-12-30;192.92;7.32;0.58;2023;30.29
P006_0365;T003;2023-12-31;624.88;5.94;1.79;2023;30.86
P006_0366;T006;2024-01-01;1771.2;20.73;3.27;2024;28.45
P006_0367;T006;2024-01-02;5163.92;23.7;0.3;2024;26.62
P006_0368;T006;2024-01-03;3047.95;22.7;1.3;2024;28.02
P006_0369;T006;2024-01-04;9263.89;23.17;0.83;2024;26.37
P006_0370;T006;2024-01-05;266.58;23.95;0.05;2024;27.44
P006_0371;T006;2024-01-06;2975.13;23.39;0.61;2024;30.77
P006_0372;T006;2024-01-07;1248.03;23.48;0.52;2024;28.96
P006_0373;T006;2024-01-08;8794.34;23.82;0.18;2024;27.5
P006_0374;T006;2024-01-09;194.94;18.75;5.25;2024;29.97
P006_0375;T006;2024-01-10;213.11;20.4;3.6;2024;31.64
P006_0376;T006;2024-01-11;371.86;23.75;0.25;2024;31.25
P006_0377;T006;2024-01-12;0.81;23.1;0.9;2024;33.24
P006_0378;T006;2024-01-13;433.43;23.52;0.48;2024;31.48
P006_0379;T006;2024-01-14;237.04;21.42;2.58;2024;29.14
P006_0380;T006;2024-01-15;1408.82;23.7;0.3;2024;26.86
P006_0381;T006;2024-01-16;1594.87;23.72;0.28;2024;29.04
P006_0382;T006;2024-01-17;7359.55;23.25;0.75;2024;26.53
P006_0383;T006;2024-01-18;3446.32;23.99;0.01;2024;32.43
P006_0384;T006;2024-01-19;443.28;22.77;1.23;2024;30.61
P006_0385;T006;2024-01-20;248.21;23.9;0.1;2024;31.84
P006_0386;T006;2024-01-21;2178.01;23.72;0.28;2024;31.87
P006_0387;T006;2024-01-22;89.11;23.81;0.19;2024;26.91
P006_0388;T006;2024-01-23;7713.88;23.08;0.92;2024;31.78
P006_0389;T006;2024-01-24;4721.76;22.67;1.33;2024;31.15
P006_0390;T006;2024-01-25;602.64;21.44;2.56;2024;30.11
P006_0391;T006;2024-01-26;17.29;22.39;1.61;2024;27.22
P006_0392;T006;2024-01-27;5153.2;23.43;0.57;2024;31.95
P006_0393;T006;2024-01-28;1151.22;22.58;1.42;2024;25.54
P006_0394;T006;2024-01-29;5196.74;23.13;0.87;2024;27.96
P006_0395;T006;2024-01-30;44.16;23.46;0.54;2024;25.47
P006_0396;T006;2024-01-31;602.05;22.46;1.54;2024;33.52
P006_0397;T006;2024-02-01;1505.04;23.31;0.69;2024;26.38
P006_0398;T006;2024-02-02;1610.0;22.21;1.79;2024;24.7
P006_0399;T006;2024-02-03;902.83;23.97;0.03;2024;25.5
P006_0400;T006;2024-02-04;3349.4;23.65;0.35;2024;28.38
P006_0401;T006;2024-02-05;293.21;22.89;1.11;2024;26.42
P006_0402;T006;2024-02-06;1248.09;21.39;2.61;2024;28.07
P006_0403;T006;2024-02-07;1896.74;23.01;0.99;2024;29.07
P006_0404;T006;2024-02-08;3099.8;22.17;1.83;2024;29.34
P006_0405;T006;2024-02-09;3860.1;21.72;2.28;2024;28.46
P006_0406;T006;2024-02-10;318.3;22.84;1.16;2024;25.31
P006_0407;T006;2024-02-11;124.44;22.03;1.97;2024;26.46
P006_0408;T006;2024-02-12;6392.45;23.69;0.31;2024;26.45
P006_0409;T006;2024-02-13;2781.6;23.33;0.67;2024;26.62
P006_0410;T006;2024-02-14;680.7;21.57;2.43;2024;30.42
P006_0411;T006;2024-02-15;7580.47;23.47;0.53;2024;25.1
P006_0412;T006;2024-02-16;2611.9;22.32;1.68;2024;28.75
P006_0413;T006;2024-02-17;5445.01;21.32;2.68;2024;28.65
P006_0414;T006;2024-02-18;2514.71;23.62;0.38;2024;28.98
P006_0415;T006;2024-02-19;11318.24;22.82;1.18;2024;30.74
P006_0416;T006;2024-02-20;9881.96;22.64;1.36;2024;29.74
P006_0417;T006;2024-02-21;2002.0;22.65;1.35;2024;29.17
P006_0418;T006;2024-02-22;5906.89;21.85;2.15;2024;28.03
P006_0419;T006;2024-02-23;4755.33;23.32;0.68;2024;28.87
P006_0420;T006;2024-02-24;8236.8;22.42;1.58;2024;26.88
P006_0421;T006;2024-02-25;770.68;20.24;3.76;2024;27.46
P006_0422;T006;2024-02-26;5534.48;23.09;0.91;2024;28.78
P006_0423;T006;2024-02-27;6845.6;21.15;2.85;2024;30.44
P006_0424;T006;2024-02-28;248.93;21.3;2.7;2024;25.28
P006_0425;T006;2024-02-29;700.72;23.63;0.37;2024;25.18
P006_0426;T006;2024-03-01;124.33;21.68;2.32;2024;23.73
P006_0427;T006;2024-03-02;2178.61;19.46;4.54;2024;24.31
P006_0428;T006;2024-03-03;6890.44;23.15;0.85;2024;22.78
P006_0429;T006;2024-03-04;11307.23;22.28;1.72;2024;22.93
P006_0430;T006;2024-03-05;4037.64;22.96;1.04;2024;20.95
P006_0431;T006;2024-03-06;12724.06;22.46;1.54;2024;22.01
P006_0432;T006;2024-03-07;760.99;23.44;0.56;2024;22.29
P006_0433;T006;2024-03-08;486.72;21.25;2.75;2024;23.39
P006_0434;T006;2024-03-09;4241.3;23.22;0.78;2024;21.48
P006_0435;T006;2024-03-10;5579.08;20.77;3.23;2024;22.29
P006_0436;T006;2024-03-11;4677.02;23.29;0.71;2024;21.12
P006_0437;T006;2024-03-12;318.13;23.86;0.14;2024;23.88
P006_0438;T006;2024-03-13;4443.3;21.95;2.05;2024;23.25
P006_0439;T006;2024-03-14;1166.26;21.89;2.11;2024;20.95
P006_0440;T006;2024-03-15;8413.02;23.21;0.79;2024;21.23
P006_0441;T006;2024-03-16;6392.11;22.01;1.99;2024;22.19
P006_0442;T006;2024-03-17;2065.95;21.44;2.56;2024;22.92
P006_0443;T006;2024-03-18;3461.61;23.54;0.46;2024;21.01
P006_0444;T006;2024-03-19;2205.48;22.98;1.02;2024;24.81
P006_0445;T006;2024-03-20;4887.07;21.07;2.93;2024;21.92
P006_0446;T006;2024-03-21;11867.55;23.45;0.55;2024;22.23
P006_0447;T006;2024-03-22;2442.74;22.9;1.1;2024;23.38
P006_0448;T006;2024-03-23;10068.85;22.18;1.82;2024;20.62
P006_0449;T006;2024-03-24;3957.88;23.94;0.06;2024;21.81
P006_0450;T006;2024-03-25;3292.58;23.09;0.91;2024;21.38
P006_0451;T006;2024-03-26;5933.23;23.41;0.59;2024;20.87
P006_0452;T006;2024-03-27;2497.44;20.85;3.15;2024;20.65
P006_0453;T006;2024-03-28;4745.14;23.67;0.33;2024;23.41
P006_0454;T006;2024-03-29;2576.72;23.31;0.69;2024;22.74
P006_0455;T006;2024-03-30;23325.25;22.73;1.27;2024;26.9
P006_0456;T006;2024-03-31;8174.49;23.13;0.87;2024;24.92
P006_0457;T006;2024-04-01;4568.68;23.17;0.83;2024;19.4
P006_0458;T006;2024-04-02;8714.14;20.5;3.5;2024;17.22
P006_0459;T006;2024-04-03;8315.07;23.59;0.41;2024;16.55
P006_0460;T006;2024-04-04;6766.97;20.79;3.21;2024;15.78
P006_0461;T006;2024-04-05;12612.7;21.98;2.02;2024;15.7
P006_0462;T006;2024-04-06;14982.8;22.36;1.64;2024;24.25
P006_0463;T006;2024-04-07;6501.28;23.99;0.01;2024;21.93
P006_0464;T006;2024-04-08;6038.22;22.66;1.34;2024;14.22
P006_0465;T006;2024-04-09;7633.45;22.22;1.78;2024;18.25
P006_0466;T006;2024-04-10;1159.57;23.85;0.15;2024;19.44
P006_0467;T006;2024-04-11;2860.2;22.64;1.36;2024;19.22
P006_0468;T006;2024-04-12;21680.18;21.47;2.53;2024;22.63
P006_0469;T006;2024-04-13;26177.54;22.45;1.55;2024;21.37
P006_0470;T006;2024-04-14;9714.75;23.21;0.79;2024;14.26
P006_0471;T006;2024-04-15;14850.5;23.9;0.1;2024;20.69
P006_0472;T006;2024-04-16;15054.05;23.33;0.67;2024;18.56
P006_0473;T006;2024-04-17;51823.47;23.14;0.86;2024;20.18
P006_0474;T006;2024-04-18;20066.1;21.25;2.75;2024;22.87
P006_0475;T006;2024-04-19;10945.58;22.34;1.66;2024;18.45
P006_0476;T006;2024-04-20;6773.93;21.29;2.71;2024;17.76
P006_0477;T006;2024-04-21;3570.2;21.44;2.56;2024;20.24
P006_0478;T006;2024-04-22;14663.44;23.79;0.21;2024;16.36
P006_0479;T006;2024-04-23;8086.82;23.79;0.21;2024;16.14
P006_0480;T006;2024-04-24;4959.78;23.82;0.18;2024;15.49
P006_0481;T006;2024-04-25;8296.81;21.79;2.21;2024;15.38
P006_0482;T006;2024-04-26;6968.45;23.59;0.41;2024;20.79
P006_0483;T006;2024-04-27;36103.36;23.42;0.58;2024;20.28
P006_0484;T006;2024-04-28;24175.82;23.95;0.05;2024;17.66
P006_0485;T006;2024-04-29;14140.09;23.82;0.18;2024;15.81
P006_0486;T006;2024-04-30;28310.4;20.79;3.21;2024;20.7
P006_0487;T006;2024-05-01;14373.84;21.74;2.26;2024;16.95
P006_0488;T006;2024-05-02;8485.76;21.87;2.13;2024;12.93
P006_0489;T006;2024-05-03;33837.42;21.19;2.81;2024;14.14
P006_0490;T006;2024-05-04;21785.97;23.11;0.89;2024;16.0
P006_0491;T006;2024-05-05;8191.11;22.44;1.56;2024;18.92
P006_0492;T006;2024-05-06;16631.04;23.27;0.73;2024;16.72
P006_0493;T006;2024-05-07;10599.57;23.78;0.22;2024;16.82
P006_0494;T006;2024-05-08;7289.14;22.26;1.74;2024;19.55
P006_0495;T006;2024-05-09;31464.17;23.65;0.35;2024;12.14
P006_0496;T006;2024-05-10;45590.04;23.2;0.8;2024;15.8
P006_0497;T006;2024-05-11;6516.9;22.71;1.29;2024;14.18
P006_0498;T006;2024-05-12;22122.18;19.9;4.1;2024;15.03
P006_0499;T006;2024-05-13;11528.25;22.84;1.16;2024;16.74
P006_0500;T006;2024-05-14;13963.92;21.77;2.23;2024;12.88
P006_0501;T006;2024-05-15;12627.71;23.58;0.42;2024;16.98
P006_0502;T006;2024-05-16;11484.06;23.35;0.65;2024;13.81
P006_0503;T006;2024-05-17;19784.64;22.81;1.19;2024;14.03
P006_0504;T006;2024-05-18;12149.85;23.46;0.54;2024;15.57
P006_0505;T006;2024-05-19;20846.72;21.73;2.27;2024;14.86
P006_0506;T006;2024-05-20;21359.53;23.13;0.87;2024;16.35
P006_0507;T006;2024-05-21;16976.49;22.97;1.03;2024;14.89
P006_0508;T006;2024-05-22;12946.37;23.93;0.07;2024;16.3
P006_0509;T006;2024-05-23;15027.72;23.24;0.76;2024;13.3
P006_0510;T006;2024-05-24;27976.39;22.02;1.98;2024;14.88
P006_0511;T006;2024-05-25;27445.38;22.77;1.23;2024;14.37
P006_0512;T006;2024-05-26;11857.23;22.87;1.13;2024;14.06
P006_0513;T006;2024-05-27;20883.1;22.4;1.6;2024;14.0
P006_0514;T006;2024-05-28;33326.44;23.56;0.44;2024;12.2
P006_0515;T006;2024-05-29;8360.59;21.32;2.68;2024;15.89
P006_0516;T006;2024-05-30;28222.58;22.61;1.39;2024;15.32
P006_0517;T006;2024-05-31;14982.82;21.27;2.73;2024;18.61
P006_0518;T006;2024-06-01;31321.73;23.14;0.86;2024;10.01
P006_0519;T006;2024-06-02;23949.00961337361;22.43;1.57;2024;11.38
P006_0520;T006;2024-06-03;8360.56;23.27;0.73;2024;12.02
P006_0521;T006;2024-06-04;8244.71;23.38;0.62;2024;15.14
P006_0522;T006;2024-06-05;22964.91;22.78;1.22;2024;12.7
P006_0523;T006;2024-06-06;26700.68;23.09;0.91;2024;15.15
P006_0524;T006;2024-06-07;15381.13;23.25;0.75;2024;11.33
P006_0525;T006;2024-06-08;33944.79;23.38;0.62;2024;14.18
P006_0526;T006;2024-06-09;9757.95;22.47;1.53;2024;11.49
P006_0527;T006;2024-06-10;24716.3;23.54;0.46;2024;12.81
P006_0528;T006;2024-06-11;11009.31;20.65;3.35;2024;12.92
P006_0529;T006;2024-06-12;18117.64;21.83;2.17;2024;12.86
P006_0530;T006;2024-06-13;26169.78;21.54;2.46;2024;12.28
P006_0531;T006;2024-06-14;15445.31;23.68;0.32;2024;11.45
P006_0532;T006;2024-06-15;20111.05;22.02;1.98;2024;12.52
P006_0533;T006;2024-06-16;36706.94;21.15;2.85;2024;13.96
P006_0534;T006;2024-06-17;17880.92;21.74;2.26;2024;17.26
P006_0535;T006;2024-06-18;40354.7;23.65;0.35;2024;6.59
P006_0536;T006;2024-06-19;15675.14;23.69;0.31;2024;9.67
P006_0537;T006;2024-06-20;35023.27;23.33;0.67;2024;13.18
P006_0538;T006;2024-06-21;50380.05;23.6;0.4;2024;12.81
P006_0539;T006;2024-06-22;5108.86;20.78;3.22;2024;12.43
P006_0540;T006;2024-06-23;16487.79;21.44;2.56;2024;13.57
P006_0541;T006;2024-06-24;37274.55;23.79;0.21;2024;13.05
P006_0542;T006;2024-06-25;23228.63;22.79;1.21;2024;10.46
P006_0543;T006;2024-06-26;30500.95;23.66;0.34;2024;10.47
P006_0544;T006;2024-06-27;17551.25;22.49;1.51;2024;10.87
P006_0545;T006;2024-06-28;26249.0;21.71;2.29;2024;10.78
P006_0546;T006;2024-06-29;24103.19;22.76;1.24;2024;12.68
P006_0547;T006;2024-06-30;39771.43;21.9;2.1;2024;10.37
P006_0548;T006;2024-07-01;30004.78;22.81;1.19;2024;9.77
P006_0549;T006;2024-07-02;30383.73;23.79;0.21;2024;5.75
P006_0550;T006;2024-07-03;21723.99;23.79;0.21;2024;11.84
P006_0551;T006;2024-07-04;18403.48;20.93;3.07;2024;6.06
P006_0552;T006;2024-07-05;20649.53;22.36;1.64;2024;10.41
P006_0553;T006;2024-07-06;30523.73;22.81;1.19;2024;9.44
P006_0554;T006;2024-07-07;21431.1;21.3;2.7;2024;7.28
P006_0555;T006;2024-07-08;28374.39;23.48;0.52;2024;8.97
P006_0556;T006;2024-07-09;60697.61;22.17;1.83;2024;10.42
P006_0557;T006;2024-07-10;39636.56;23.76;0.24;2024;7.49
P006_0558;T006;2024-07-11;22707.05;23.94;0.06;2024;17.98
P006_0559;T006;2024-07-12;46749.73;23.87;0.13;2024;8.32
P006_0560;T006;2024-07-13;20251.51;22.41;1.59;2024;11.92
P006_0561;T006;2024-07-14;7421.22;21.34;2.66;2024;12.28
P006_0562;T006;2024-07-15;15498.04;23.13;0.87;2024;14.81
P006_0563;T006;2024-07-16;8288.04;22.59;1.41;2024;9.06
P006_0564;T006;2024-07-17;20616.64;21.35;2.65;2024;12.64
P006_0565;T006;2024-07-18;23096.22;21.48;2.52;2024;12.32
P006_0566;T006;2024-07-19;50980.51;22.45;1.55;2024;7.98
P006_0567;T006;2024-07-20;27727.39;22.21;1.79;2024;9.38
P006_0568;T006;2024-07-21;23253.4;23.96;0.04;2024;9.53
P006_0569;T006;2024-07-22;37009.01;23.08;0.92;2024;10.22
P006_0570;T006;2024-07-23;6581.15;23.69;0.31;2024;10.28
P006_0571;T006;2024-07-24;24868.34;21.67;2.33;2024;11.34
P006_0572;T006;2024-07-25;32456.23;23.24;0.76;2024;8.67
P006_0573;T006;2024-07-26;9821.78;21.81;2.19;2024;10.44
P006_0574;T006;2024-07-27;36811.58;21.27;2.73;2024;9.43
P006_0575;T006;2024-07-28;27178.7;22.45;1.55;2024;8.69
P006_0576;T006;2024-07-29;18693.42;23.16;0.84;2024;9.98
P006_0577;T006;2024-07-30;28664.06;22.75;1.25;2024;10.18
P006_0578;T006;2024-07-31;63600.17;23.36;0.64;2024;11.78
P006_0579;T006;2024-08-01;25070.33;23.67;0.33;2024;12.03
P006_0580;T006;2024-08-02;24965.86;22.8;1.2;2024;12.54
P006_0581;T006;2024-08-03;17666.66;23.62;0.38;2024;12.41
P006_0582;T006;2024-08-04;14185.75;23.53;0.47;2024;11.09
P006_0583;T006;2024-08-05;29800.58;21.96;2.04;2024;14.77
P006_0584;T006;2024-08-06;13106.96;23.66;0.34;2024;11.12
P006_0585;T006;2024-08-07;23061.58;23.07;0.93;2024;8.78
P006_0586;T006;2024-08-08;15824.47;22.24;1.76;2024;10.49
P006_0587;T006;2024-08-09;25187.91;21.83;2.17;2024;11.6
P006_0588;T006;2024-08-10;25521.67;23.69;0.31;2024;11.15
P006_0589;T006;2024-08-11;33378.39;23.82;0.18;2024;12.55
P006_0590;T006;2024-08-12;14628.73;23.32;0.68;2024;11.92
P006_0591;T006;2024-08-13;18605.91;22.9;1.1;2024;12.72
P006_0592;T006;2024-08-14;11077.48;23.45;0.55;2024;11.38
P006_0593;T006;2024-08-15;25474.52244993616;23.91;0.09;2024;11.45
P006_0594;T006;2024-08-16;24360.29;21.29;2.71;2024;11.89
P006_0595;T006;2024-08-17;25992.19;20.59;3.41;2024;10.16
P006_0596;T006;2024-08-18;10908.51;23.21;0.79;2024;10.01
P006_0597;T006;2024-08-19;25327.5;20.46;3.54;2024;13.33
P006_0598;T006;2024-08-20;33775.56;23.45;0.55;2024;14.84
P006_0599;T006;2024-08-21;22369.37;22.16;1.84;2024;14.04
P006_0600;T006;2024-08-22;44685.34;23.17;0.83;2024;12.63
P006_0601;T006;2024-08-23;10309.64;22.26;1.74;2024;15.0
P006_0602;T006;2024-08-24;7510.79;23.34;0.66;2024;13.28
P006_0603;T006;2024-08-25;4500.92;22.24;1.76;2024;15.41
P006_0604;T006;2024-08-26;37025.4;23.42;0.58;2024;14.38
P006_0605;T006;2024-08-27;23547.16;23.79;0.21;2024;12.71
P006_0606;T006;2024-08-28;14496.01;21.96;2.04;2024;11.61
P006_0607;T006;2024-08-29;17771.11;23.54;0.46;2024;11.32
P006_0608;T006;2024-08-30;7040.93;23.59;0.41;2024;11.28
P006_0609;T006;2024-08-31;50450.3;23.22;0.78;2024;10.19
P006_0610;T006;2024-09-01;16011.93;22.46;1.54;2024;17.45
P006_0611;T006;2024-09-02;16587.77;23.93;0.07;2024;16.27
P006_0612;T006;2024-09-03;20871.63;22.35;1.65;2024;18.89
P006_0613;T006;2024-09-04;16161.94;20.8;3.2;2024;16.21
P006_0614;T006;2024-09-05;16587.41;23.69;0.31;2024;15.44
P006_0615;T006;2024-09-06;7234.76;20.07;3.93;2024;17.24
P006_0616;T006;2024-09-07;17516.91;22.95;1.05;2024;19.8
P006_0617;T006;2024-09-08;34388.2;23.2;0.8;2024;15.73
P006_0618;T006;2024-09-09;26406.37;22.48;1.52;2024;16.92
P006_0619;T006;2024-09-10;29179.45;21.74;2.26;2024;13.43
P006_0620;T006;2024-09-11;8864.53;23.52;0.48;2024;16.21
P006_0621;T006;2024-09-12;5462.36;21.62;2.38;2024;18.02
